date,country,arrivals,year,month
2022-03-01,Italy,234.0,2022,3
2022-04-01,Italy,508.0,2022,4
2022-05-01,Italy,368.0,2022,5
2022-06-01,Italy,181.0,2022,6
2022-07-01,Italy,350.0,2022,7
2022-08-01,Italy,941.0,2022,8
2022-09-01,Italy,538.0,2022,9
2022-10-01,Italy,1471.0,2022,10
2022-11-01,Italy,833.0,2022,11
2022-12-01,Italy,826.0,2022,12
2023-01-01,Italy,414.0,2023,1
2023-02-01,Italy,649.0,2023,2
2023-03-01,Italy,1219.0,2023,3
2023-04-01,Italy,1435.0,2023,4
2023-05-01,Italy,614.0,2023,5
2023-06-01,Italy,220.0,2023,6
2023-07-01,Italy,604.0,2023,7
2023-08-01,Italy,1496.0,2023,8
2023-09-01,Italy,931.0,2023,9
2023-10-01,Italy,2467.0,2023,10
2023-11-01,Italy,1686.0,2023,11
2023-12-01,Italy,1213.0,2023,12
2024-01-01,Italy,517.0,2024,1
2024-02-01,Italy,805.0,2024,2
2024-03-01,Italy,1581.0,2024,3
2024-04-01,Italy,1993.0,2024,4
2024-05-01,Italy,649.0,2024,5
2024-06-01,Italy,267.0,2024,6
2024-07-01,Italy,450.0,2024,7
2024-08-01,Italy,1615.0,2024,8
2024-09-01,Italy,971.0,2024,9
2024-10-01,Italy,2635.0,2024,10
2024-11-01,Italy,1968.0,2024,11
2024-12-01,Italy,1021.0,2024,12
2025-01-01,Italy,525.0,2025,1
2025-02-01,Italy,818.0,2025,2
2025-03-01,Italy,1393.0,2025,3
2025-04-01,Italy,2557.0,2025,4
2025-05-01,Italy,804.0,2025,5
2025-06-01,Italy,354.0,2025,6
2025-07-01,Italy,487.0,2025,7
2025-08-01,Italy,1751.0,2025,8
2025-09-01,Italy,765.0,2025,9
2025-10-01,Italy,2707.0,2025,10
2025-11-01,Italy,1774.0,2025,11
2025-12-01,Italy,970.0,2025,12
2019-01-01,Japan,2728.0,2019,1
2019-02-01,Japan,2871.0,2019,2
2019-03-01,Japan,3692.0,2019,3
2019-04-01,Japan,2960.0,2019,4
2019-05-01,Japan,1690.0,2019,5
2019-06-01,Japan,1111.0,2019,6
2019-07-01,Japan,1297.0,2019,7
2019-08-01,Japan,2254.0,2019,8
2019-09-01,Japan,2351.0,2019,9
2019-10-01,Japan,2599.0,2019,10
2019-11-01,Japan,3701.0,2019,11
2019-12-01,Japan,3280.0,2019,12
2020-01-01,Japan,2003.0,2020,1
2020-02-01,Japan,2902.0,2020,2
2020-03-01,Japan,557.0,2020,3
2020-04-01,Japan,0.0,2020,4
2020-05-01,Japan,2.0,2020,5
2020-06-01,Japan,0.0,2020,6
