date,country,arrivals,year,month
2019-03-01,India,18256,2019,3
2019-04-01,India,17128,2019,4
2019-05-01,India,26021,2019,5
2019-06-01,India,30513,2019,6
2019-07-01,India,22117,2019,7
2019-08-01,India,27555,2019,8
2019-09-01,India,18497,2019,9
2019-10-01,India,15612,2019,10
2019-11-01,India,19679,2019,11
2019-12-01,India,23423,2019,12
2020-01-01,India,16882,2020,1
2020-02-01,India,14886,2020,2
2020-03-01,India,6814,2020,3
2020-04-01,India,2,2020,4
2020-05-01,India,7,2020,5
2020-06-01,India,26,2020,6
2020-07-01,India,26,2020,7
2020-08-01,India,23,2020,8
2020-09-01,India,41,2020,9
2020-10-01,India,107,2020,10
2020-11-01,India,125,2020,11
2020-12-01,India,1397,2020,12
2021-01-01,India,4029,2021,1
2021-02-01,India,4767,2021,2
2021-03-01,India,7652,2021,3
2021-04-01,India,13173,2021,4
2021-05-01,India,587,2021,5
2021-06-01,India,363,2021,6
2021-07-01,India,1106,2021,7
2021-08-01,India,1990,2021,8
2021-09-01,India,3532,2021,9
2021-10-01,India,8739,2021,10
2021-11-01,India,10420,2021,11
2021-12-01,India,8314,2021,12
2022-01-01,India,3915,2022,1
2022-02-01,India,6015,2022,2
2022-03-01,India,15034,2022,3
2022-04-01,India,22476,2022,4
2022-05-01,India,26754,2022,5
2022-06-01,India,23248,2022,6
2022-07-01,India,17399,2022,7
2022-08-01,India,16147,2022,8
2022-09-01,India,14471,2022,9
2022-10-01,India,16910,2022,10
2022-11-01,India,20532,2022,11
2022-12-01,India,26433,2022,12
2023-01-01,India,16436,2023,1
2023-02-01,India,18401,2023,2
2023-03-01,India,25911,2023,3
2023-04-01,India,31437,2023,4
2023-05-01,India,36575,2023,5
2023-06-01,India,38845,2023,6
2023-07-01,India,21357,2023,7
2023-08-01,India,26665,2023,8
2023-09-01,India,28694,2023,9
2023-10-01,India,18480,2023,10
2023-11-01,India,24443,2023,11
2023-12-01,India,32692,2023,12
2024-01-01,India,24139,2024,1
2024-02-01,India,25578,2024,2
2024-03-01,India,30699,2024,3
2024-04-01,India,30165,2024,4
2024-05-01,India,38288,2024,5
2024-06-01,India,37834,2024,6
2024-07-01,India,21491,2024,7
2024-08-01,India,25833,2024,8
2024-09-01,India,22985,2024,9
2024-10-01,India,16313,2024,10
2024-11-01,India,19915,2024,11
2024-12-01,India,24541,2024,12
2025-01-01,India,20486,2025,1
2025-02-01,India,19885,2025,2
2025-03-01,India,21414,2025,3
2025-04-01,India,25933,2025,4
2025-05-01,India,28160,2025,5
2025-06-01,India,32662,2025,6
2025-07-01,India,27152,2025,7
2025-08-01,India,35506,2025,8
2025-09-01,India,15797,2025,9
2025-10-01,India,17300,2025,10
2025-11-01,India,18995,2025,11
2025-12-01,India,30094,2025,12
2019-01-01,Italy,660,2019,1
2019-02-01,Italy,931,2019,2
2019-03-01,Italy,1483,2019,3
2019-04-01,Italy,2050,2019,4
2019-05-01,Italy,784,2019,5
2019-06-01,Italy,504,2019,6
2019-07-01,Italy,569,2019,7
2019-08-01,Italy,2123,2019,8
2019-09-01,Italy,903,2019,9
2019-10-01,Italy,2375,2019,10
2019-11-01,Italy,1868,2019,11
2019-12-01,Italy,1426,2019,12
2020-01-01,Italy,655,2020,1
2020-02-01,Italy,657,2020,2
2020-03-01,Italy,250,2020,3
2020-04-01,Italy,0,2020,4
2020-05-01,Italy,0,2020,5
2020-06-01,Italy,0,2020,6
2020-07-01,Italy,0,2020,7
2020-08-01,Italy,0,2020,8
2020-09-01,Italy,1,2020,9
2020-10-01,Italy,13,2020,10
2020-11-01,Italy,8,2020,11
2020-12-01,Italy,15,2020,12
2021-01-01,Italy,29,2021,1
2021-02-01,Italy,32,2021,2
2021-03-01,Italy,54,2021,3
2021-04-01,Italy,55,2021,4
2021-05-01,Italy,6,2021,5
2021-06-01,Italy,6,2021,6
2021-07-01,Italy,9,2021,7
2021-08-01,Italy,33,2021,8
2021-09-01,Italy,68,2021,9
2021-10-01,Italy,98,2021,10
2021-11-01,Italy,142,2021,11
2021-12-01,Italy,81,2021,12
2022-01-01,Italy,66,2022,1
2022-02-01,Italy,72,2022,2
2022-03-01,Italy,234,2022,3
2022-04-01,Italy,508,2022,4
2022-05-01,Italy,368,2022,5
2022-06-01,Italy,181,2022,6
2022-07-01,Italy,350,2022,7
2022-08-01,Italy,941,2022,8
2022-09-01,Italy,538,2022,9
2022-10-01,Italy,1471,2022,10
2022-11-01,Italy,833,2022,11
2022-12-01,Italy,826,2022,12
2023-01-01,Italy,414,2023,1
2023-02-01,Italy,649,2023,2
2023-03-01,Italy,1219,2023,3
2023-04-01,Italy,1435,2023,4
2023-05-01,Italy,614,2023,5
2023-06-01,Italy,220,2023,6
2023-07-01,Italy,604,2023,7
2023-08-01,Italy,1496,2023,8
2023-09-01,Italy,931,2023,9
2023-10-01,Italy,2467,2023,10
2023-11-01,Italy,1686,2023,11
2023-12-01,Italy,1213,2023,12
2024-01-01,Italy,517,2024,1
2024-02-01,Italy,805,2024,2
2024-03-01,Italy,1581,2024,3
2024-04-01,Italy,1993,2024,4
2024-05-01,Italy,649,2024,5
2024-06-01,Italy,267,2024,6
2024-07-01,Italy,450,2024,7
2024-08-01,Italy,1615,2024,8
2024-09-01,Italy,971,2024,9
2024-10-01,Italy,2635,2024,10
2024-11-01,Italy,1968,2024,11
2024-12-01,Italy,1021,2024,12
2025-01-01,Italy,525,2025,1
2025-02-01,Italy,818,2025,2
2025-03-01,Italy,1393,2025,3
2025-04-01,Italy,2557,2025,4
2025-05-01,Italy,804,2025,5
2025-06-01,Italy,354,2025,6
2025-07-01,Italy,487,2025,7
2025-08-01,Italy,1751,2025,8
2025-09-01,Italy,765,2025,9
2025-10-01,Italy,2707,2025,10
2025-11-01,Italy,1774,2025,11
2025-12-01,Italy,970,2025,12
2019-01-01,Japan,2728,2019,1
2019-02-01,Japan,2871,2019,2
2019-03-01,Japan,3692,2019,3
2019-04-01,Japan,2960,2019,4
2019-05-01,Japan,1690,2019,5
2019-06-01,Japan,1111,2019,6
2019-07-01,Japan,1297,2019,7
2019-08-01,Japan,2254,2019,8
2019-09-01,Japan,2351,2019,9
2019-10-01,Japan,2599,2019,10
2019-11-01,Japan,3701,2019,11
2019-12-01,Japan,3280,2019,12
2020-01-01,Japan,2003,2020,1
2020-02-01,Japan,2902,2020,2
2020-03-01,Japan,557,2020,3
2020-04-01,Japan,0,2020,4
2020-05-01,Japan,2,2020,5
2020-06-01,Japan,0,2020,6
2020-07-01,Japan,0,2020,7
2020-08-01,Japan,2,2020,8
2020-09-01,Japan,6,2020,9
2020-10-01,Japan,49,2020,10
2020-11-01,Japan,37,2020,11
2020-12-01,Japan,41,2020,12
2021-01-01,Japan,42,2021,1
2021-02-01,Japan,28,2021,2
2021-03-01,Japan,74,2021,3
2021-04-01,Japan,107,2021,4
2021-05-01,Japan,0,2021,5
2021-06-01,Japan,13,2021,6
2021-07-01,Japan,6,2021,7
2021-08-01,Japan,24,2021,8
2021-09-01,Japan,98,2021,9
2021-10-01,Japan,94,2021,10
2021-11-01,Japan,159,2021,11
2021-12-01,Japan,139,2021,12
2022-01-01,Japan,130,2022,1
2022-02-01,Japan,85,2022,2
2022-03-01,Japan,190,2022,3
2022-04-01,Japan,371,2022,4
2022-05-01,Japan,272,2022,5
2022-06-01,Japan,322,2022,6
2022-07-01,Japan,466,2022,7
2022-08-01,Japan,541,2022,8
2022-09-01,Japan,596,2022,9
2022-10-01,Japan,841,2022,10
2022-11-01,Japan,955,2022,11
2022-12-01,Japan,945,2022,12
2023-01-01,Japan,643,2023,1
2023-02-01,Japan,1066,2023,2
2023-03-01,Japan,1677,2023,3
2023-04-01,Japan,1312,2023,4
2023-05-01,Japan,913,2023,5
2023-06-01,Japan,764,2023,6
2023-07-01,Japan,871,2023,7
2023-08-01,Japan,1520,2023,8
2023-09-01,Japan,1436,2023,9
2023-10-01,Japan,1850,2023,10
2023-11-01,Japan,2072,2023,11
2023-12-01,Japan,2339,2023,12
2024-01-01,Japan,1568,2024,1
2024-02-01,Japan,2027,2024,2
2024-03-01,Japan,2648,2024,3
2024-04-01,Japan,2073,2024,4
2024-05-01,Japan,1233,2024,5
2024-06-01,Japan,953,2024,6
2024-07-01,Japan,1114,2024,7
2024-08-01,Japan,1881,2024,8
2024-09-01,Japan,1887,2024,9
2024-10-01,Japan,2196,2024,10
2024-11-01,Japan,2699,2024,11
2024-12-01,Japan,2575,2024,12
2025-01-01,Japan,1570,2025,1
2025-02-01,Japan,2706,2025,2
2025-03-01,Japan,2948,2025,3
2025-04-01,Japan,2115,2025,4
2025-05-01,Japan,1495,2025,5
2025-06-01,Japan,1019,2025,6
2025-07-01,Japan,1214,2025,7
2025-08-01,Japan,2399,2025,8
2025-09-01,Japan,1454,2025,9
2025-10-01,Japan,2321,2025,10
2025-11-01,Japan,2860,2025,11
2025-12-01,Japan,2758,2025,12
2019-01-01,Malaysia,990,2019,1
2019-02-01,Malaysia,1630,2019,2
2019-03-01,Malaysia,2160,2019,3
2019-04-01,Malaysia,2068,2019,4
2019-05-01,Malaysia,1468,2019,5
2019-06-01,Malaysia,1232,2019,6
2019-07-01,Malaysia,835,2019,7
2019-08-01,Malaysia,1458,2019,8
